input file,variables,constraints,f,false positives,main loop iterations,negative cycle length,setup,linear,integer,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m100000_f0_no1.utv,1000,100000,0,0,2147483647,21,0.144552649,3.426461385,0.000034704,0.006666968,3.577715706,3.52,0.05,17368
input/test_n1000_m100000_f0_no2.utv,1000,100000,0,0,2147483647,11,0.146912814,3.405913293,0.000031566,0.006637143,3.559494816,3.50,0.05,17368
input/test_n1000_m100000_f0_no3.utv,1000,100000,0,0,2147483647,46,0.134460483,3.414633760,0.000042000,0.006559759,3.555696002,3.51,0.04,17368
input/test_n2000_m100000_f0_no1.utv,2000,100000,0,0,2147483647,22,0.156542281,7.446775455,0.000034822,0.006651394,7.610003952,7.54,0.05,17532
input/test_n2000_m100000_f0_no2.utv,2000,100000,0,0,2147483647,5,0.572198920,7.430567993,0.000030123,0.006754534,8.009551570,7.52,0.05,17536
input/test_n2000_m100000_f0_no3.utv,2000,100000,0,0,2147483647,5,0.170667791,7.470435815,0.000033425,0.006681106,7.647818137,7.56,0.07,17532
input/test_n3000_m100000_f0_no1.utv,3000,100000,0,0,2147483647,10,0.240351238,11.498346258,0.000036714,0.006934562,11.745668772,11.58,0.05,17708
input/test_n3000_m100000_f0_no2.utv,3000,100000,0,0,2147483647,16,0.167200263,11.554183759,0.000036991,0.006747765,11.728168778,11.65,0.05,17708
input/test_n3000_m100000_f0_no3.utv,3000,100000,0,0,2147483647,5,0.156696565,11.537296357,0.000031308,0.006775285,11.700799515,11.62,0.05,17708
input/test_n4000_m100000_f0_no1.utv,4000,100000,0,0,2147483647,43,0.163258614,15.768151171,0.000044560,0.006972072,15.938426417,15.86,0.05,17880
input/test_n4000_m100000_f0_no2.utv,4000,100000,0,0,2147483647,9,0.206186599,15.680804138,0.000034380,0.006889023,15.893914140,15.77,0.05,17880
input/test_n4000_m100000_f0_no3.utv,4000,100000,0,0,2147483647,34,0.148367208,15.622069020,0.000042135,0.006928639,15.777407002,15.71,0.04,17880
input/test_n5000_m100000_f0_no1.utv,5000,100000,0,0,2147483647,31,0.298885785,19.605358114,0.000041952,0.006970871,19.911256722,19.70,0.05,18052
input/test_n5000_m100000_f0_no2.utv,5000,100000,0,0,2147483647,54,0.148470698,19.831315832,0.000049440,0.007078347,19.986914317,19.93,0.04,18052
input/test_n5000_m100000_f0_no3.utv,5000,100000,0,0,2147483647,8,0.166092280,19.796457839,0.000032567,0.006965272,19.969547958,19.88,0.06,18048
input/test_n6000_m100000_f0_no1.utv,6000,100000,0,0,2147483647,46,0.157676356,24.112523450,0.000045953,0.007146740,24.277392499,24.21,0.03,18224
input/test_n6000_m100000_f0_no2.utv,6000,100000,0,0,2147483647,17,0.153267912,24.025766736,0.000035814,0.007098903,24.186169365,24.12,0.05,18220
input/test_n6000_m100000_f0_no3.utv,6000,100000,0,0,2147483647,52,0.151113897,24.065576038,0.000047752,0.007185198,24.223922885,24.16,0.05,18224
input/test_n7000_m100000_f0_no1.utv,7000,100000,0,0,2147483647,34,0.150984852,28.337308440,0.000042292,0.007288728,28.495624312,28.43,0.04,18396
input/test_n7000_m100000_f0_no2.utv,7000,100000,0,0,2147483647,68,0.291601205,28.299517793,0.000053650,0.007311806,28.598484454,28.39,0.07,18396
input/test_n7000_m100000_f0_no3.utv,7000,100000,0,0,2147483647,27,0.169087170,28.506987520,0.000041510,0.007363004,28.683479204,28.60,0.06,18396
input/test_n8000_m100000_f0_no1.utv,8000,100000,0,0,2147483647,57,0.158235663,32.890214985,0.000049332,0.007397711,33.055897691,32.98,0.05,18564
input/test_n8000_m100000_f0_no2.utv,8000,100000,0,0,2147483647,25,0.159538966,33.188998378,0.000041555,0.007379808,33.355958707,33.28,0.05,18568
input/test_n8000_m100000_f0_no3.utv,8000,100000,0,0,2147483647,40,0.148589753,32.985753220,0.000043753,0.007473810,33.141860536,33.08,0.04,18568
input/test_n9000_m100000_f0_no1.utv,9000,100000,0,0,2147483647,31,0.523546718,37.738251866,0.000042287,0.007628545,38.269469416,37.83,0.05,18740
input/test_n9000_m100000_f0_no2.utv,9000,100000,0,0,2147483647,35,0.148591774,37.631679959,0.000041946,0.007449079,37.787762758,37.73,0.06,18740
input/test_n9000_m100000_f0_no3.utv,9000,100000,0,0,2147483647,54,0.183391109,37.704354577,0.000049706,0.007887835,37.895683227,37.80,0.05,18736
input/test_n10000_m100000_f0_no1.utv,10000,100000,0,0,2147483647,24,0.152405898,42.639305832,0.000039858,0.007472685,42.799224273,42.74,0.04,18912
input/test_n10000_m100000_f0_no2.utv,10000,100000,0,0,2147483647,38,0.148440779,42.902894402,0.000045458,0.007631782,43.059012421,43.00,0.04,18908
input/test_n10000_m100000_f0_no3.utv,10000,100000,0,0,2147483647,77,0.155784270,42.708399656,0.000055423,0.007554822,42.871794171,42.80,0.05,18912
input/test_n11000_m100000_f0_no1.utv,11000,100000,0,0,2147483647,21,0.161670668,48.026966317,0.000038544,0.007813841,48.196489370,48.13,0.06,19084
input/test_n11000_m100000_f0_no2.utv,11000,100000,0,0,2147483647,35,0.150669911,48.352748375,0.000042946,0.008218900,48.511680132,48.45,0.05,19084
input/test_n11000_m100000_f0_no3.utv,11000,100000,0,0,2147483647,37,0.159615462,48.270986063,0.000044766,0.008219179,48.438865470,48.38,0.04,19084
input/test_n12000_m100000_f0_no1.utv,12000,100000,0,0,2147483647,18,0.148030054,53.566994256,0.000036626,0.007813906,53.722874842,53.68,0.03,19256
input/test_n12000_m100000_f0_no2.utv,12000,100000,0,0,2147483647,36,0.160515242,53.750404443,0.000043860,0.008625626,53.919589171,53.85,0.05,19256
input/test_n12000_m100000_f0_no3.utv,12000,100000,0,0,2147483647,22,0.169878741,50.408834834,0.000037651,0.007614183,50.586365409,50.51,0.06,19256
input/test_n13000_m100000_f0_no1.utv,13000,100000,0,0,2147483647,47,0.156906066,60.325399532,0.000047633,0.008467498,60.490820729,60.42,0.05,19424
input/test_n13000_m100000_f0_no2.utv,13000,100000,0,0,4,103,0.264700538,0.007447430,0.000062140,0.008256267,0.280466375,0.10,0.04,19428
input/test_n13000_m100000_f0_no3.utv,13000,100000,0,0,6,16,0.152334864,0.011577555,0.000032922,0.008150078,0.172095419,0.11,0.03,19424
input/test_n14000_m100000_f0_no1.utv,14000,100000,0,0,3,5,0.155596610,0.006129937,0.000029607,0.007897772,0.169653926,0.10,0.04,19600
input/test_n14000_m100000_f0_no2.utv,14000,100000,0,0,2,3,0.150518334,0.002775126,0.000027938,0.008340592,0.161661990,0.09,0.05,19600
input/test_n14000_m100000_f0_no3.utv,14000,100000,0,0,2147483647,23,0.159243049,62.300461763,0.000039403,0.008298674,62.468042889,62.41,0.05,19600
input/test_n15000_m100000_f0_no1.utv,15000,100000,0,0,2147483647,41,0.181993899,74.051508994,0.000049720,0.008753627,74.242306240,74.16,0.06,19768
input/test_n15000_m100000_f0_no2.utv,15000,100000,0,0,5,9,0.160993208,0.009835922,0.000031611,0.007996564,0.178857305,0.10,0.05,19772
input/test_n15000_m100000_f0_no3.utv,15000,100000,0,0,19,4,0.163467160,0.045340030,0.000030611,0.008300338,0.217138139,0.13,0.06,19768
input/test_n16000_m100000_f0_no1.utv,16000,100000,0,0,21,13,0.152034176,0.052885086,0.000033347,0.008833644,0.213786253,0.13,0.06,19944
input/test_n16000_m100000_f0_no2.utv,16000,100000,0,0,4,4,0.177525902,0.008416251,0.000029877,0.008558595,0.194530625,0.10,0.06,19944
input/test_n16000_m100000_f0_no3.utv,16000,100000,0,0,2,4,0.158861560,0.004517467,0.000030156,0.008580920,0.171990103,0.09,0.05,19944
input/test_n17000_m100000_f0_no1.utv,17000,100000,0,0,2147483647,41,0.150929880,90.241998957,0.000049871,0.022361526,90.415340234,90.35,0.06,20116
input/test_n17000_m100000_f0_no2.utv,17000,100000,0,0,4,4,0.156921700,0.008546438,0.000030398,0.008185518,0.173684054,0.09,0.05,20120
input/test_n17000_m100000_f0_no3.utv,17000,100000,0,0,5,32,0.153057640,0.009699312,0.000038646,0.008303185,0.171098783,0.11,0.04,20116
input/test_n18000_m100000_f0_no1.utv,18000,100000,0,0,4,5,0.154405743,0.007145210,0.000030255,0.008383682,0.169964890,0.10,0.04,20288
input/test_n18000_m100000_f0_no2.utv,18000,100000,0,0,2,3,0.175347477,0.004662674,0.000029689,0.009054794,0.189094634,0.10,0.05,20288
input/test_n18000_m100000_f0_no3.utv,18000,100000,0,0,15,3,0.177834936,0.037995711,0.000030318,0.008695958,0.224556923,0.13,0.04,20288
input/test_n19000_m100000_f0_no1.utv,19000,100000,0,0,5,12,0.152112064,0.012161499,0.000035975,0.009036275,0.173345813,0.11,0.04,20460
input/test_n19000_m100000_f0_no2.utv,19000,100000,0,0,2,3,0.159162417,0.003820428,0.000029190,0.008731330,0.171743365,0.10,0.04,20460
input/test_n19000_m100000_f0_no3.utv,19000,100000,0,0,3,4,0.155053483,0.005336884,0.000029972,0.008943716,0.169364055,0.09,0.05,20460
input/test_n20000_m100000_f0_no1.utv,20000,100000,0,0,2147483647,34,0.157772179,99.722395579,0.000044591,0.009159878,99.889372227,99.84,0.03,20632
input/test_n20000_m100000_f0_no2.utv,20000,100000,0,0,2,3,0.152753437,0.003475124,0.000030994,0.008926006,0.165185561,0.09,0.04,20632
input/test_n20000_m100000_f0_no3.utv,20000,100000,0,0,6,60,0.150286511,0.013387190,0.000051483,0.008905026,0.172630210,0.11,0.04,20632
