input file,nodes,edges,parse,finalization,relaxation,cleanup,total,user,system,maximum resident set size (kb)
input/test_n1000_m100000_f2_no1.utv,1000,100000,0.226593,0.000323,42.363800,0.060317,42.652161,42.56,0.09,11244
input/test_n1000_m100000_f2_no2.utv,1000,100000,0.209752,0.000341,43.284641,0.061872,43.557644,43.48,0.07,11276
input/test_n1000_m100000_f2_no3.utv,1000,100000,0.209900,0.000352,43.804256,0.062120,44.077702,43.99,0.08,11232
input/test_n2000_m100000_f2_no1.utv,2000,100000,0.210482,0.000710,90.906059,0.063369,91.182236,91.12,0.06,11704
input/test_n2000_m100000_f2_no2.utv,2000,100000,0.209724,0.000696,91.389175,0.067208,91.668633,91.60,0.07,11784
input/test_n2000_m100000_f2_no3.utv,2000,100000,0.214798,0.000647,92.156914,0.061839,92.435883,92.38,0.06,11720
input/test_n3000_m100000_f2_no1.utv,3000,100000,0.229661,0.001071,143.089539,0.065586,143.388184,143.27,0.11,12260
input/test_n3000_m100000_f2_no2.utv,3000,100000,0.215565,0.001095,144.343719,0.063965,144.626663,144.56,0.06,12220
input/test_n3000_m100000_f2_no3.utv,3000,100000,0.221667,0.001173,146.121521,0.067277,146.414001,146.34,0.07,12220
input/test_n4000_m100000_f2_no1.utv,4000,100000,0.225648,0.001430,199.300522,0.029929,199.560425,199.49,0.07,12688
input/test_n4000_m100000_f2_no2.utv,4000,100000,0.239744,0.001473,201.314682,0.030400,201.589142,201.47,0.11,12720
input/test_n4000_m100000_f2_no3.utv,4000,100000,0.221223,0.001558,201.364197,0.030309,201.620209,201.54,0.08,12748
input/test_n5000_m100000_f2_no1.utv,5000,100000,0.232675,0.001934,257.569336,0.031228,257.838593,257.70,0.13,13184
input/test_n5000_m100000_f2_no2.utv,5000,100000,0.230042,0.001853,260.061249,0.049318,260.346863,260.18,0.16,13184
input/test_n5000_m100000_f2_no3.utv,5000,100000,0.303918,0.002403,258.750122,0.031544,259.091431,258.98,0.10,13180
input/test_n6000_m100000_f2_no1.utv,6000,100000,0.239058,0.002352,321.904327,0.034730,322.184662,322.07,0.11,13680
input/test_n6000_m100000_f2_no2.utv,6000,100000,0.260071,0.002315,320.819153,0.031981,321.117676,321.04,0.08,13664
input/test_n6000_m100000_f2_no3.utv,6000,100000,0.238119,0.002344,322.923523,0.032330,323.200409,323.08,0.12,13648
input/test_n7000_m100000_f2_no1.utv,7000,100000,0.238557,0.002716,323.074280,0.026516,323.342468,323.25,0.08,14152
input/test_n7000_m100000_f2_no2.utv,7000,100000,0.232442,0.002139,308.552917,0.026004,308.817963,308.74,0.07,14156
input/test_n7000_m100000_f2_no3.utv,7000,100000,0.230121,0.002036,298.833893,0.026701,299.097351,299.04,0.05,14184
input/test_n8000_m100000_f2_no1.utv,8000,100000,0.230644,0.002483,356.653992,0.026832,356.919006,356.84,0.08,14628
input/test_n8000_m100000_f2_no2.utv,8000,100000,0.233344,0.002482,356.710693,0.026791,356.978302,356.92,0.06,14640
input/test_n8000_m100000_f2_no3.utv,8000,100000,0.230276,0.002427,353.495178,0.025493,353.758392,353.59,0.16,14688
input/test_n9000_m100000_f2_no1.utv,9000,100000,0.242220,0.002816,401.199188,0.026556,401.476349,401.37,0.10,15128
input/test_n9000_m100000_f2_no2.utv,9000,100000,0.235281,0.002824,407.704742,0.027553,407.976257,407.87,0.10,15156
input/test_n9000_m100000_f2_no3.utv,9000,100000,0.239548,0.003034,421.815155,0.027428,422.090790,422.00,0.08,15108
input/test_n10000_m100000_f2_no1.utv,10000,100000,0.246885,0.003361,477.147949,0.028024,477.432373,477.35,0.08,15616
input/test_n10000_m100000_f2_no2.utv,10000,100000,0.241587,0.003478,477.191711,0.028079,477.471069,477.38,0.08,15596
input/test_n10000_m100000_f2_no3.utv,10000,100000,0.241459,0.003328,478.091858,0.027006,478.369812,478.26,0.11,15596
input/test_n11000_m100000_f2_no1.utv,11000,100000,0.247682,0.003876,544.131958,0.028472,544.418884,544.32,0.09,16116
input/test_n11000_m100000_f2_no2.utv,11000,100000,0.241922,0.003881,514.331238,0.027546,514.611389,514.51,0.10,16064
input/test_n11000_m100000_f2_no3.utv,11000,100000,0.246150,0.003825,517.801636,0.028510,518.087646,517.98,0.11,16096
input/test_n12000_m100000_f2_no1.utv,12000,100000,0.251932,0.004765,601.501282,0.029201,601.794678,601.70,0.08,16572
input/test_n12000_m100000_f2_no2.utv,12000,100000,0.255558,0.004913,610.891113,0.029896,611.189026,611.11,0.08,16632
input/test_n12000_m100000_f2_no3.utv,12000,100000,0.261930,0.004588,576.088318,0.028360,576.390564,576.28,0.10,16576
input/test_n13000_m100000_f2_no1.utv,13000,100000,0.250801,0.005477,645.226318,0.029996,645.520935,645.42,0.09,17068
input/test_n13000_m100000_f2_no2.utv,13000,100000,0.253554,0.005217,656.366760,0.030016,656.663635,656.58,0.08,17052
input/test_n13000_m100000_f2_no3.utv,13000,100000,0.246632,0.005517,673.010559,0.029762,673.300537,673.22,0.08,17056
input/test_n14000_m100000_f2_no1.utv,14000,100000,0.256939,0.005845,725.537170,0.030646,725.839355,725.72,0.12,17500
input/test_n14000_m100000_f2_no2.utv,14000,100000,0.258298,0.006024,729.911316,0.029365,730.213684,730.13,0.08,17536
input/test_n14000_m100000_f2_no3.utv,14000,100000,0.261584,0.006238,712.360779,0.030754,712.668274,712.55,0.12,17548
input/test_n15000_m100000_f2_no1.utv,15000,100000,0.276838,0.007299,816.663574,0.030730,816.987732,816.90,0.09,17988
input/test_n15000_m100000_f2_no2.utv,15000,100000,0.261505,0.007459,789.347290,0.030395,789.655945,789.57,0.08,18028
input/test_n15000_m100000_f2_no3.utv,15000,100000,0.260986,0.007274,773.238342,0.030231,773.546082,773.46,0.08,18072
input/test_n16000_m100000_f2_no1.utv,16000,100000,0.259931,0.008807,838.567383,0.030160,838.876282,838.80,0.07,18512
input/test_n16000_m100000_f2_no2.utv,16000,100000,0.275918,0.008522,836.144592,0.031010,836.470032,836.35,0.11,18524
input/test_n16000_m100000_f2_no3.utv,16000,100000,0.269053,0.008171,839.818115,0.030960,840.136230,840.05,0.08,18504
input/test_n17000_m100000_f2_no1.utv,17000,100000,0.266390,0.010201,908.295105,0.030796,908.613037,908.50,0.10,19036
input/test_n17000_m100000_f2_no2.utv,17000,100000,0.267196,0.009796,942.648438,0.034544,942.970947,942.87,0.10,19064
input/test_n17000_m100000_f2_no3.utv,17000,100000,0.265883,0.009813,926.802917,0.032726,927.121948,927.00,0.11,19044
input/test_n18000_m100000_f2_no1.utv,18000,100000,0.269923,0.011252,1040.833130,0.033049,1041.158813,1041.04,0.12,19496
input/test_n18000_m100000_f2_no2.utv,18000,100000,0.279938,0.011176,1045.302490,0.034526,1045.639648,1045.54,0.10,19488
input/test_n18000_m100000_f2_no3.utv,18000,100000,0.284510,0.010786,1039.730225,0.033120,1040.070068,1039.95,0.11,19480
input/test_n19000_m100000_f2_no1.utv,19000,100000,0.269191,0.012405,1123.909424,0.033449,1124.236328,1124.15,0.08,19952
input/test_n19000_m100000_f2_no2.utv,19000,100000,0.275663,0.012468,1061.804688,0.033597,1062.138428,1062.01,0.12,20028
input/test_n19000_m100000_f2_no3.utv,19000,100000,0.278813,0.012430,1083.086792,0.033277,1083.424805,1083.26,0.16,20028
input/test_n20000_m100000_f2_no1.utv,20000,100000,0.275432,0.013750,1196.805664,0.034714,1197.142212,1197.00,0.13,20512
input/test_n20000_m100000_f2_no2.utv,20000,100000,0.286041,0.014238,1209.001343,0.035322,1209.349731,1209.25,0.10,20492
input/test_n20000_m100000_f2_no3.utv,20000,100000,0.278351,0.014190,1159.407593,0.034428,1159.747192,1159.62,0.13,20412
